__Manufacturer,_Model,_Type Designator,_Description,_Engine Type,_Engine Count,__WTC
MD HELICOPTERS,MD-500 Nightfox,H500,Helicopter,Turboprop/Turboshaft,1,L
MD HELICOPTERS,MD-520N,MD52,Helicopter,Turboprop/Turboshaft,1,L
MD HELICOPTERS,MD-530F Lifter,H500,Helicopter,Turboprop/Turboshaft,1,L
MD HELICOPTERS,MD-530MG Defender,H500,Helicopter,Turboprop/Turboshaft,1,L
MD HELICOPTERS,MD-530MG Nightfox,H500,Helicopter,Turboprop/Turboshaft,1,L
MD HELICOPTERS,MD-600N,MD60,Helicopter,Turboprop/Turboshaft,1,L
MD HELICOPTERS,MD-902 Explorer,EXPL,Helicopter,Turboprop/Turboshaft,2,L
MERIDIONALI,CH-47 Chinook,H47,Helicopter,Turboprop/Turboshaft,2,M
MESSERSCHMITT-BOLKOW,BO-105,B105,Helicopter,Turboprop/Turboshaft,2,L
MIL,AH-2 Sabre,MI24,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-35 Caribe,MI24,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-2,MI2,Helicopter,Turboprop/Turboshaft,2,L
MIL,Mi-4,MI4,Helicopter,Piston,1,L
MIL,Mi-6,MI6,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-8,MI8,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-9,MI8,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-10,MI10,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-14,MI14,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-17,MI8,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-19,MI8,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-22,MI6,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-24,MI24,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-25,MI24,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-26,MI26,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-28,MI28,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-34,MI34,Helicopter,Piston,1,L
MIL,Mi-35,MI24,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-38,MI38,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-171,MI8,Helicopter,Turboprop/Turboshaft,2,M
MIL,Mi-172,MI8,Helicopter,Turboprop/Turboshaft,2,M
MITSUBISHI,HSS-2,S61,Helicopter,Turboprop/Turboshaft,2,M
MITSUBISHI,MH-2000,MH20,Helicopter,Turboprop/Turboshaft,2,L
MITSUBISHI,RP-1,RP1,Helicopter,Turboprop/Turboshaft,2,L
MITSUBISHI,S-61A,S61,Helicopter,Turboprop/Turboshaft,2,M
MITSUBISHI,S-61B,S61,Helicopter,Turboprop/Turboshaft,2,M
MITSUBISHI,S-70 Seahawk,H60,Helicopter,Turboprop/Turboshaft,2,M
MITSUBISHI,SH-60 Seahawk,H60,Helicopter,Turboprop/Turboshaft,2,M
MITSUBISHI,UH-60,H60,Helicopter,Turboprop/Turboshaft,2,M
MITSUBISHI,USH-60 Seahawk,H60,Helicopter,Turboprop/Turboshaft,2,M
NARDI,NH-300,H269,Helicopter,Piston,1,L
NHI,NH-90,NH90,Helicopter,Turboprop/Turboshaft,2,M
NHI,NH-90 Ca•man,NH90,Helicopter,Turboprop/Turboshaft,2,M
NHI,Hkp 14,NH90,Helicopter,Turboprop/Turboshaft,2,M
NHI,MRH-90,NH90,Helicopter,Turboprop/Turboshaft,2,M
NURTANIO,NAS-332 Super Puma,AS32,Helicopter,Turboprop/Turboshaft,2,M
NURTANIO,NBO-105,B105,Helicopter,Turboprop/Turboshaft,2,L
NURTANIO,NSA-330 Puma,PUMA,Helicopter,Turboprop/Turboshaft,2,L
NUSANTARA,NAS-332 Super Puma,AS32,Helicopter,Turboprop/Turboshaft,2,M
NUSANTARA,NBell-407,B407,Helicopter,Turboprop/Turboshaft,1,L
NUSANTARA,NBell-412,B412,Helicopter,Turboprop/Turboshaft,2,L
NUSANTARA,NBK-117,BK17,Helicopter,Turboprop/Turboshaft,2,L
NUSANTARA,NBO-105,B105,Helicopter,Turboprop/Turboshaft,2,L
OSKBES-MAI,MAI-205,A205,Gyrocopter,Piston,1,L
PADC,BO-105,B105,Helicopter,Turboprop/Turboshaft,2,L
PANHA,2061,B06,Helicopter,Turboprop/Turboshaft,1,L
PANHA,2091,SUCO,Helicopter,Turboprop/Turboshaft,2,M
PANHA,Shabaviz 2-75,UH1,Helicopter,Turboprop/Turboshaft,1,L
PATRIA,NH-90,NH90,Helicopter,Turboprop/Turboshaft,2,M
PATRIA,Hkp 14,NH90,Helicopter,Turboprop/Turboshaft,2,M
PAWNEE,Chief,CHIF,Helicopter,Piston,1,L
PHENIX,Phenix,PHIX,Gyrocopter,Piston,1,L
PIASECKI,X-49 SpeedHawk,X49,Helicopter,Turboprop/Turboshaft,2,M
PITCAIRN-CIERVA,PCA-2,PCA2,Gyrocopter,Piston,1,L
PZL-SWIDNIK,Mi-2,MI2,Helicopter,Turboprop/Turboshaft,2,L
PZL-SWIDNIK,Mi-2 Bazant,MI2,Helicopter,Turboprop/Turboshaft,2,L
PZL-SWIDNIK,Mi-2 Kania,MI2,Helicopter,Turboprop/Turboshaft,2,L
PZL-SWIDNIK,Mi-2 Kitty Hawk,MI2,Helicopter,Turboprop/Turboshaft,2,L
PZL-SWIDNIK,S-1 Procjon,W3,Helicopter,Turboprop/Turboshaft,2,L
PZL-SWIDNIK,SRR-10 Procjon,W3,Helicopter,Turboprop/Turboshaft,2,L
PZL-SWIDNIK,SW-4 Maluch,PSW4,Helicopter,Turboprop/Turboshaft,1,L
PZL-SWIDNIK,W-3 Anakonda,W3,Helicopter,Turboprop/Turboshaft,2,L
PZL-SWIDNIK,W-3 Erka,W3,Helicopter,Turboprop/Turboshaft,2,L
PZL-SWIDNIK,W-3 Gipsowka,W3,Helicopter,Turboprop/Turboshaft,2,L
PZL-SWIDNIK,W-3 Huzar,W3,Helicopter,Turboprop/Turboshaft,2,L
PZL-SWIDNIK,W-3 Sok—l,W3,Helicopter,Turboprop/Turboshaft,2,L
PZL-SWIDNIK,AW-009,PSW4,Helicopter,Turboprop/Turboshaft,1,L
PZL-SWIDNIK,W-3 Gluszec,W3,Helicopter,Turboprop/Turboshaft,2,L
PZL-SWIDNIK,SW-4,PSW4,Helicopter,Turboprop/Turboshaft,1,L
PZL-SWIDNIK,SW-4 Puszczyk,PSW4,Helicopter,Turboprop/Turboshaft,1,L
QINGDAO,B-2,BRB2,Helicopter,Piston,1,L
RACA,500,H500,Helicopter,Turboprop/Turboshaft,1,L
REPUBLIC,SE-3130 Alouette 2,ALO2,Helicopter,Turboprop/Turboshaft,1,L
REVOLUTION (1),Voyager-500,V500,Helicopter,Piston,1,L
ROBINSON,R-22,R22,Helicopter,Piston,1,L
ROBINSON,R-22 Beta,R22,Helicopter,Piston,1,L
ROBINSON,R-22 Mariner,R22,Helicopter,Piston,1,L
ROBINSON,R-44 Astro,R44,Helicopter,Piston,1,L
ROBINSON,R-44 Clipper,R44,Helicopter,Piston,1,L
ROBINSON,R-44 Raven,R44,Helicopter,Piston,1,L
ROBINSON,R-66,R66,Helicopter,Turboprop/Turboshaft,1,L
ROGERSON HILLER,RH-1100 Hornet,FH11,Helicopter,Turboprop/Turboshaft,1,L
ROGERSON HILLER,RH-1100 Pegasus,FH11,Helicopter,Turboprop/Turboshaft,1,L
ROGERSON HILLER,UH-12E Hauler,UH12,Helicopter,Piston,1,L
ROTARY AIR FORCE,RAF-2000,RAF2,Gyrocopter,Piston,1,L
ROTORSMART,HeliSmart,HSMT,Helicopter,Piston,1,L
ROTORSPORT,MT-03,MT,Gyrocopter,Piston,1,L
ROTORSPORT,MTOSport,MT,Gyrocopter,Piston,1,L
ROTORSPORT,Calidus,CDUS,Gyrocopter,Piston,1,L
ROTORSPORT,Cavalon,CLON,Gyrocopter,Piston,1,L
ROTORTEC,Cloud Dancer 2,CLD2,Gyrocopter,Piston,1,L
ROTORWAY,A-600 Talon,A600,Helicopter,Piston,1,L
ROTORWAY,Eagle 300T,EGL3,Helicopter,Turboprop/Turboshaft,1,L
ROTORWAY,Exec,EXEC,Helicopter,Piston,1,L
ROTORWAY,JetExec,EXEJ,Helicopter,Turboprop/Turboshaft,1,L
ROTORWAY,Scorpion,SCOR,Helicopter,Piston,1,L
RUAG,AS-532 Cougar,AS32,Helicopter,Turboprop/Turboshaft,2,M
SABCA,A-109,A109,Helicopter,Turboprop/Turboshaft,2,L
SAFAT,2,ZA6,Helicopter,Piston,1,L
SCHWEIZER,269,H269,Helicopter,Piston,1,L
SCHWEIZER,269A,H269,Helicopter,Piston,1,L
SCHWEIZER,269B,H269,Helicopter,Piston,1,L
SCHWEIZER,269C,H269,Helicopter,Piston,1,L
SCHWEIZER,269C Sky Knight,H269,Helicopter,Piston,1,L
SCHWEIZER,269D 330,S330,Helicopter,Turboprop/Turboshaft,1,L
SCHWEIZER,269D 333,S330,Helicopter,Turboprop/Turboshaft,1,L
SCHWEIZER,300,H269,Helicopter,Piston,1,L
SCHWEIZER,300 Sky Knight,H269,Helicopter,Piston,1,L
SCHWEIZER,Hkp5,H269,Helicopter,Piston,1,L
SCHWEIZER,TH-55 Osage,H269,Helicopter,Piston,1,L
SCHWEIZER,TH-300,H269,Helicopter,Piston,1,L
SF,AS-532 Cougar,AS32,Helicopter,Turboprop/Turboshaft,2,M
SHANGHAI SIKORSKY,Shen 2,H269,Helicopter,Piston,1,L
SHANGHAI SIKORSKY,Shen 3,H269,Helicopter,Piston,1,L
SHANGHAI SIKORSKY,Shen 4,S330,Helicopter,Turboprop/Turboshaft,1,L
SICHUAN LANTIAN,Mi-17,MI8,Helicopter,Turboprop/Turboshaft,2,M
SICHUAN LANTIAN,Mi-171,MI8,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-300,H269,Helicopter,Piston,1,L
SIKORSKY,S-333,S330,Helicopter,Turboprop/Turboshaft,1,L
SIKORSKY,S-434,S434,Helicopter,Turboprop/Turboshaft,1,L
SIKORSKY,CH-148 Cyclone,S92,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,H-92 Superhawk,S92,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,X-2,X2,Helicopter,Turboprop/Turboshaft,1,L
SIKORSKY,X-49 SpeedHawk,X49,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,CH-53K King Stallion,H53S,Helicopter,Turboprop/Turboshaft,3,M
SIKORSKY,S-97 Raider,S97,Helicopter,Turboprop/Turboshaft,1,L
SIKORSKY,HM-2 Blackhawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-100 Defiant,SB1,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,VH-92,S92,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,VH-92 Patriot,S92,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-92,S92,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,AH-60 Black Hawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,AUH-76,S76,Helicopter,Turboprop/Turboshaft,2,L
SIKORSKY,CH-3,S61R,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,CH-19,S55P,Helicopter,Piston,1,L
SIKORSKY,CH-34 Chocktaw,S58P,Helicopter,Piston,1,L
SIKORSKY,CH-53A Sea Stallion,H53,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,CH-53A Yasur,H53,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,CH-53C,H53,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,CH-53D Sea Stallion,H53,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,CH-53E Super Stallion,H53S,Helicopter,Turboprop/Turboshaft,3,M
SIKORSKY,CH-53G,H53,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,CH-54 Tarhe,S64,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,CH-124 Sea King,S61,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,EH-60 Black Hawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,H-4 Hoverfly,R4,Helicopter,Piston,1,L
SIKORSKY,H-5,S51,Helicopter,Piston,1,L
SIKORSKY,H-19,S55P,Helicopter,Piston,1,L
SIKORSKY,MH-53E Sea Dragon,H53S,Helicopter,Turboprop/Turboshaft,3,M
SIKORSKY,MH-53H,H53,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,MH-53J,H53,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,MH-60 Black Hawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,MH-60 Knighthawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,MH-60 Strikehawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,NSH-60 Seahawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,R-4 Hoverfly,R4,Helicopter,Piston,1,L
SIKORSKY,R-5,S51,Helicopter,Piston,1,L
SIKORSKY,RH-53 Sea Stallion,H53,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-51,S51,Helicopter,Piston,1,L
SIKORSKY,S-52,S52,Helicopter,Piston,1,L
SIKORSKY,S-55,S55P,Helicopter,Piston,1,L
SIKORSKY,S-55A,S55P,Helicopter,Piston,1,L
SIKORSKY,S-55C,S55P,Helicopter,Piston,1,L
SIKORSKY,S-55T,S55T,Helicopter,Turboprop/Turboshaft,1,L
SIKORSKY,S-58,S58P,Helicopter,Piston,1,L
SIKORSKY,S-58B,S58P,Helicopter,Piston,1,L
SIKORSKY,H-19 Chickasaw,S55P,Helicopter,Piston,1,L
SIKORSKY,H-76 Eagle,S76,Helicopter,Turboprop/Turboshaft,2,L
SIKORSKY,HH-3,S61R,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,HH-3 Pelican,S61R,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,HH-19,S55P,Helicopter,Piston,1,L
SIKORSKY,HH-34 Seahorse,S58P,Helicopter,Piston,1,L
SIKORSKY,HH-52 Seaguard,S62,Helicopter,Turboprop/Turboshaft,1,L
SIKORSKY,HH-53,H53,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,HH-60 Black Hawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,HH-60 Jayhawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,HH-60 Pave Hawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,HH-60 Rescue Hawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,HO3S,S51,Helicopter,Piston,1,L
SIKORSKY,HO4S,S55P,Helicopter,Piston,1,L
SIKORSKY,HO5S,S52,Helicopter,Piston,1,L
SIKORSKY,HRS,S55P,Helicopter,Piston,1,L
SIKORSKY,HSS-1 Seabat,S58P,Helicopter,Piston,1,L
SIKORSKY,HSS-2 Sea King,S61,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,HUS Seahorse,S58P,Helicopter,Piston,1,L
SIKORSKY,JUH-60 Black Hawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-58C,S58P,Helicopter,Piston,1,L
SIKORSKY,S-58D,S58P,Helicopter,Piston,1,L
SIKORSKY,S-58DT,S58T,Helicopter,Turboprop/Turboshaft,1,L
SIKORSKY,S-58ET,S58T,Helicopter,Turboprop/Turboshaft,1,L
SIKORSKY,S-58T,S58T,Helicopter,Turboprop/Turboshaft,1,L
SIKORSKY,S-61A,S61,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-61A Nuri,S61,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-61B,S61,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-61D,S61,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-61L,S61,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-61N,S61,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-61R,S61R,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-62,S62,Helicopter,Turboprop/Turboshaft,1,L
SIKORSKY,S-64 Skycrane,S64,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-65,H53,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-65 Yasur,H53,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-70,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-70 Black Hawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-70 Desert Hawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-70 Firehawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-70 Super Blue Hawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-70 Thunderhawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,S-76,S76,Helicopter,Turboprop/Turboshaft,2,L
SIKORSKY,S-76 Spirit,S76,Helicopter,Turboprop/Turboshaft,2,L
SIKORSKY,S-80,H53S,Helicopter,Turboprop/Turboshaft,3,M
SIKORSKY,S-92 Helibus,S92,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,SH-3 Sea King,S61,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,SH-34 Seabat,S58P,Helicopter,Piston,1,L
SIKORSKY,SH-60 Ocean Hawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,SH-60 Seahawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,TH-53,H53,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,UH-3 Sea King,S61,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,UH-19,S55P,Helicopter,Piston,1,L
SIKORSKY,UH-19 Chickasaw,S55P,Helicopter,Piston,1,L
SIKORSKY,UH-34 Seahorse,S58P,Helicopter,Piston,1,L
SIKORSKY,UH-60 Black Hawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,UH-60 Firehawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,UH-60 Yanshuf,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,VH-3 Sea King,S61,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,VH-53 Sea Stallion,H53,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY,VH-60 White Hawk,H60,Helicopter,Turboprop/Turboshaft,2,M
SIKORSKY-BOEING,SB-1 Defiant,SB1,Helicopter,Turboprop/Turboshaft,2,M
SILVERCRAFT,SH-4,SH4,Helicopter,Piston,1,L
SILVERLIGHT,AR-1 American Ranger 1,AR1,Gyrocopter,Piston,1,L
SINGAPORE,AS-332 Super Puma,AS32,Helicopter,Turboprop/Turboshaft,2,M
SNOBIRD,636 Snobird Adventurer,SNAD,Gyrocopter,Piston,1,L
SOKO,H-45 Partizan,GAZL,Helicopter,Turboprop/Turboshaft,1,L
SOKO,HN-42 Partizan,GAZL,Helicopter,Turboprop/Turboshaft,1,L
SOKO,HN-45 Partizan,GAZL,Helicopter,Turboprop/Turboshaft,1,L
SOKO,HO-42 Partizan,GAZL,Helicopter,Turboprop/Turboshaft,1,L
SOKO,SA-341 Partizan,GAZL,Helicopter,Turboprop/Turboshaft,1,L
SOKO,SA-342 Partizan,GAZL,Helicopter,Turboprop/Turboshaft,1,L
SOLOY,Bell 47,B47T,Helicopter,Turboprop/Turboshaft,1,L
SOLOY,Hiller UH-12,H12T,Helicopter,Turboprop/Turboshaft,1,L
SPORT COPTER,SportCopter 2,SCII,Gyrocopter,Piston,1,L
SUD,S-58,S58P,Helicopter,Piston,1,L
SUD,SA-315 Lama,LAMA,Helicopter,Turboprop/Turboshaft,1,L
SUD,SA-316 Alouette 3,ALO3,Helicopter,Turboprop/Turboshaft,1,L
SUD,SA-318 Alouette 2,ALO2,Helicopter,Turboprop/Turboshaft,1,L
SUD,SA-319 Alouette 3,ALO3,Helicopter,Turboprop/Turboshaft,1,L
SUD,SA-321 Super Frelon,FREL,Helicopter,Turboprop/Turboshaft,3,M
SUD,SA-330 Puma,PUMA,Helicopter,Turboprop/Turboshaft,2,L
SUD,SA-341 Gazelle,GAZL,Helicopter,Turboprop/Turboshaft,1,L
SUD,SA-342 Gazelle,GAZL,Helicopter,Turboprop/Turboshaft,1,L
SUD,SA-3180 Alouette 2,ALO2,Helicopter,Turboprop/Turboshaft,1,L
SUD,SE-313 Alouette 2,ALO2,Helicopter,Turboprop/Turboshaft,1,L
SUD,SE-3130 Alouette 2,ALO2,Helicopter,Turboprop/Turboshaft,1,L
SUD,SE-3160 Alouette 3,ALO3,Helicopter,Turboprop/Turboshaft,1,L
SUD,SO-1221 Djinn,DJIN,Helicopter,Turboprop/Turboshaft,1,L
SUD-EST,SE-3130 Alouette 2,ALO2,Helicopter,Turboprop/Turboshaft,1,L
SUD-OUEST,SO-1221 Djinn,DJIN,Helicopter,Turboprop/Turboshaft,1,L
TAI,AS-532 Cougar,AS32,Helicopter,Turboprop/Turboshaft,2,M
TAI,T-129,A129,Helicopter,Turboprop/Turboshaft,2,L
TAMARIND,H-1 Commuter,COMU,Helicopter,Piston,1,L
TEXAS HELICOPTER,M-74 Wasp,M74,Helicopter,Piston,1,L
TRIDAIR,206L-ST Gemini ST,B06T,Helicopter,Turboprop/Turboshaft,2,L
UFO,HeliThruster,UFHT,Gyrocopter,Piston,1,L
UMBAUGH,18,UM18,Gyrocopter,Piston,1,L
UNC,Ultra Huey,UH1,Helicopter,Turboprop/Turboshaft,1,L
UNIS,NA-40 Bongo,NA40,Helicopter,Turboprop/Turboshaft,2,L
UNITED CANADA,CH-124 Sea King,S61,Helicopter,Turboprop/Turboshaft,2,M
USTINOV,Adel,ADEL,Gyrocopter,Piston,1,L
VAT,Elite,S55T,Helicopter,Turboprop/Turboshaft,1,L
VAT,Hummingbird,S52,Helicopter,Piston,1,L
VERTOL,42 Work Horse,H21,Helicopter,Piston,1,L
VERTOL,107,H46,Helicopter,Turboprop/Turboshaft,2,M
VERTOL,CH-21 Work horse,H21,Helicopter,Piston,1,L
VFW,CH-53G,H53,Helicopter,Turboprop/Turboshaft,2,M
VOUGHT,SA-366 Panther 800,AS65,Helicopter,Turboprop/Turboshaft,2,L
VTOL AIRCRAFT,Phillicopter,PHIL,Helicopter,Piston,1,L
WESTLAND,AH-11 Super Lynx,LYNX,Helicopter,Turboprop/Turboshaft,2,L
WESTLAND,Gazelle,GAZL,Helicopter,Turboprop/Turboshaft,1,L
WESTLAND,AW-159 Lynx Wildcat,LYNX,Helicopter,Turboprop/Turboshaft,2,L
WESTLAND,Puma,PUMA,Helicopter,Turboprop/Turboshaft,2,L
WESTLAND,Scout,SCOU,Helicopter,Turboprop/Turboshaft,1,L
WESTLAND,Sioux,B47G,Helicopter,Piston,1,L
WESTLAND,Wasp,WASP,Helicopter,Turboprop/Turboshaft,1,L
WESTLAND,WG-13 Battlefield Lynx,LYNX,Helicopter,Turboprop/Turboshaft,2,L
WESTLAND,WG-13 Lynx,LYNX,Helicopter,Turboprop/Turboshaft,2,L
WESTLAND,WG-13 Super Lynx,LYNX,Helicopter,Turboprop/Turboshaft,2,L
WESTLAND,WS-55 Whirlwind 3,S55T,Helicopter,Turboprop/Turboshaft,1,L
WESTLAND,WS-58 Wessex,WESX,Helicopter,Turboprop/Turboshaft,2,L
WESTLAND,WS-61 Commando,S61,Helicopter,Turboprop/Turboshaft,2,M
WESTLAND,WS-61 Sea King,S61,Helicopter,Turboprop/Turboshaft,2,M
WESTLAND,WS-70,H60,Helicopter,Turboprop/Turboshaft,2,M
WESTLAND,WAH-64 Apache,H64,Helicopter,Turboprop/Turboshaft,2,M
WINNER,B-150,B150,Helicopter,Turboprop/Turboshaft,1,L
WUHAN,280,EN28,Helicopter,Piston,1,L
WUHAN,TH-28,EN48,Helicopter,Turboprop/Turboshaft,1,L
